0,1,2,3,4,5
0.0,0.0,0.9813092575087364,0.0,9.084518683669927e-05,0.01859989730442646
0.0,0.0,0.0003099396607135321,2.415646491132837e-305,0.006173867068935882,0.99351619327035
0.0,0.0,0.9871961343408054,8.75971766541174e-309,5.632486658406123e-05,0.012747540792611234
0.0,0.0,0.982823497435162,0.0,7.097033588355677e-05,0.01710553222895377
0.0,0.0,0.9864098701942947,0.0,0.0004009714880198272,0.013189158317684163
0.0,0.0,0.9991400567777418,0.0,0.00012131438451692116,0.0007386288377414143
0.0,0.0,1.0924186115020796e-06,0.0,0.08544465442823375,0.9145542531531545
0.0,0.0,0.9778503091313666,0.0,0.00010286236633897855,0.02204682850229542
0.0,0.0,5.48500550906618e-08,0.9999999451477757,2.1678680768562472e-12,5.535277738220514e-17
0.0,0.0,1.574230939973171e-16,0.0,1.4188137137173445e-05,0.9999858118628644
0.0,0.0,0.9886509955217864,1.322774647025726e-256,0.005808586129669643,0.00554041834854445
0.0,0.0,0.9992594346979286,1.9456e-320,0.0004245310733193277,0.0003160342287515097
0.0,0.0,0.9890534794277036,0.0,3.486210742633616e-05,0.010911658464869769
0.0,0.0,0.9858566618735992,0.0,0.00023022957205889405,0.013913108554343372
0.0,0.0,0.09955484139872742,6.951786108902686e-72,0.016174660975565712,0.884270497625706
0.0,0.0,0.004875620669923748,0.0,0.9950790590491388,4.532028093770624e-05
0.0,0.0,0.9810809954926264,0.0,9.340967029908977e-05,0.018825594837074234
0.0,0.0,1.864409680993695e-34,1.0,4.415769946951013e-35,1.7017680501694379e-47
0.0,0.0,0.985794112875395,0.0,0.00037814865125743315,0.013827738473348233
0.0,0.0,0.989571470590324,0.0,0.0003408658736670972,0.010087663536008321
0.0,0.0,0.9925745348826481,0.0,0.0005925340840618178,0.006832931033290546
0.0,0.0,6.203970702587624e-172,0.0,9.755281641623877e-38,1.0
0.0,0.0,0.0007677996300103682,9.570481812899668e-70,0.1515029782758944,0.847729222094096
0.0,0.0,0.9976084615220555,0.0,0.001186059541418648,0.001205478936526951
0.0,0.0,9.055883937146863e-07,0.0,0.9999956168129366,3.4775986691633525e-06
0.0,0.0,0.8159555308367287,0.0,0.005337712498460043,0.17870675666481078
0.0,1.0,1.8351035283257612e-25,0.0,8.431739925801656e-29,4.468437399815088e-31
0.0,0.0,2.9009845183540078e-117,0.0,0.9999999999999041,9.670324039238481e-14
0.0,0.0,0.9761906637859531,0.0,0.01253989963275137,0.011269436581297155
0.0,0.0,2.2849067409070833e-20,0.0,8.406266367449616e-07,0.9999991593733648
0.0,0.0,0.9961875791329675,1.0423103901539846e-217,0.001510524046964035,0.002301896820069775
0.0,0.0,0.9747069068207488,0.0,0.023403058633175055,0.0018900345460751277
0.0,0.0,0.0002181931407007946,4.994e-320,0.0005224269241326076,0.9992593799351661
0.0,0.0,0.8647263245347149,0.0,0.025691621144404854,0.10958205432088045
0.0,0.0,1.5754993329004982e-16,0.0,0.9999892808100634,1.0719189936125837e-05
0.0,1.0,9.539150899470115e-27,1.301259183759673e-71,1.272147631124655e-26,6.437289355690992e-43
0.0,0.0,0.9459479450841995,6.721021283423917e-68,0.052411376515857803,0.0016406783999413277
0.0,0.0,0.006797617052642586,0.0,0.44989298762618835,0.5433093953211697
0.0,0.0,0.0008540045663346633,0.0,0.05630401903052949,0.9428419764031362
0.0,0.0,1.8270297434993224e-10,0.0,0.17695137991368182,0.8230486199036156
0.0,0.0,3.3664802509686975e-08,0.0,0.9999999663351963,1.397779353255675e-15
0.0,0.0,0.993674616893445,0.0,0.0016282951602514801,0.004697087946303795
0.0,0.0,0.9728495610502368,1.442285019072e-311,0.00016806019568360716,0.026982378754080768
0.0,0.0,0.8538294960551163,4.441755716995855e-29,0.1422939449797467,0.00387655896513546
0.0,0.0,0.06833426608638062,5.21325098454628e-280,0.8642326021394755,0.06743313177414345
0.0,0.0,0.9986616381082124,0.0,5.7329817228514054e-05,0.0012810320745595101
0.0,0.0,0.923184064476186,0.0,0.04400047647967997,0.03281545904413345
0.0,0.0,0.0009920889463155558,0.0,0.9990078869133706,2.4140314255294973e-08
0.0,0.0,0.9201426960612857,0.0,7.315835041026407e-05,0.0797841455883055
0.0,0.0,0.9764478048805969,2.0324625934471378e-74,0.0009723160825462224,0.022579879036856387
0.0,0.0,1.03721004062718e-177,0.0,0.9999999999999964,4.068826481315862e-15
0.0,0.0,0.9837001853696989,0.0,7.968753441799514e-06,0.0162918458768593
0.0,0.0,0.998332600789696,1.4609207434226008e-33,0.001568469209158124,9.893000114685352e-05
0.0,0.0,0.9065723741578756,7.991368982265877e-172,0.08907763115111106,0.004349994691013418
0.0,0.0,0.984674858254746,4.4251957224897006e-118,5.553999734281283e-05,0.015269601747910635
