0,1,2,3
0.00016092949548854692,0.0,0.9998390705045108,0.0
0.018472699339692856,0.0,0.9815273006603067,1.8039756903168444e-305
0.0021656406492522404,0.0,0.9978343593507483,1.280523812770917e-308
0.0006440163970500005,0.0,0.9993559836029499,0.0
0.0008100695737687734,0.0,0.9991899304262328,0.0
1.794574270911467e-05,0.0,0.9999820542572913,0.0
0.719725416923739,0.0,0.28027458307626085,0.0
0.0008954629668860638,0.0,0.9991045370331155,0.0
3.2890306130285395e-16,0.0,1.0674085615485355e-08,0.9999999893259145
0.985255068202251,0.0,0.014744931797749588,0.0
0.001716603095181819,0.0,0.9982833969048198,2.123352380773453e-256
1.1595172276960851e-05,0.0,0.9999884048277218,6.0913e-320
0.0004985602834878567,0.0,0.9995014397165114,0.0
0.0014946895861162486,0.0,0.9985053104138844,0.0
0.007042747411240084,0.0,0.9929572525887613,3.091395124102116e-72
0.00040814015121203435,0.0,0.9995918598487886,0.0
0.0009700549989718276,0.0,0.9990299450010273,0.0
6.106606229596889e-50,0.0,1.4231597688528468e-33,1.0
0.002374724292453407,0.0,0.9976252757075453,0.0
0.000897133081389072,0.0,0.9991028669186105,0.0
0.00011103105321952136,0.0,0.9998889689467823,0.0
1.0,0.0,5.201519297485373e-51,0.0
0.14060160988079387,0.0,0.8593983901192056,1.844428188585967e-69
0.00015651044092280242,0.0,0.9998434895590778,0.0
0.9372352853941124,0.0,0.06276471460588785,0.0
4.558282916165646e-05,0.0,0.9999544171708388,0.0
8.24796753542439e-29,1.0,1.6738363853105892e-24,0.0
1.0,0.0,2.818736340294887e-48,0.0
0.0023710790285004684,0.0,0.9976289209715,0.0
0.9975798277431397,0.0,0.0024201722568603784,0.0
0.0003082836059492956,0.0,0.9996917163940503,2.310163155869867e-217
0.0002478469846238356,0.0,0.999752153015376,0.0
0.00571993331297947,0.0,0.9942800666870212,4.819e-320
0.00028391090375896774,0.0,0.9997160890962403,0.0
0.9999004609775101,0.0,9.953902249017392e-05,0.0
3.508319947719519e-29,1.0,4.776091085820065e-26,1.3050057127822314e-71
0.0023017057823777566,0.0,0.9976982942176232,4.650455865461801e-68
0.008164819353876845,0.0,0.9918351806461236,0.0
0.027272298461427622,0.0,0.9727277015385731,0.0
0.9016534592341172,0.0,0.09834654076588216,0.0
0.00878246045907466,0.0,0.9912175395409255,0.0
0.00022241770841247127,0.0,0.9997775822915891,0.0
0.0017869675036207148,0.0,0.9982130324963786,3.646052065187e-311
0.0016508160041935485,0.0,0.9983491839958067,9.64519223963511e-30
0.0008700104070243094,0.0,0.9991299895929748,1.089132759801481e-280
0.0001244529851908428,0.0,0.9998755470148093,0.0
0.0018706883913190816,0.0,0.9981293116086813,0.0
0.001762379477761817,0.0,0.9982376205222379,0.0
0.000504903054497477,0.0,0.9994950969455022,0.0
0.0018978819656417984,0.0,0.9981021180343587,5.714867529238765e-74
1.0,0.0,5.729965078054467e-84,0.0
0.0012469457422020454,0.0,0.9987530542577979,0.0
0.00020548180395810336,0.0,0.9997945181960404,1.8706083511101933e-33
0.003354965641714936,0.0,0.9966450343582853,6.354721335226895e-172
0.0008586237989972694,0.0,0.9991413762010034,1.755374613619372e-117
0.0005384004684712508,0.0,0.9994615995315271,0.0
0.999992107414041,0.0,7.892585958796221e-06,8.527255373154462e-257
0.9999992306686913,0.0,7.693313080197816e-07,0.0
0.8342080274476764,0.0,0.16579197255232409,0.0
0.0011215487390727084,0.0,0.9988784512609264,4.264848831881849e-282
0.0004182867319557295,0.0,0.9995817132680433,0.0
2.111697871524304e-05,0.0,0.9999788830212832,0.0
0.00353957181373559,0.0,0.9964604281862645,0.0
5.786628943017205e-05,0.0,0.9999421337105713,2.3952337529245974e-117
0.0003220951319481259,0.0,0.9996779048680519,1.4612097195013e-311
0.0032134164236614395,0.0,0.9967865835763382,1.8140603152013485e-88
0.00018893388510470824,0.0,0.9998110661148945,0.0
0.9999999999997993,0.0,2.0036602942050056e-13,0.0
0.0018638046348236621,0.0,0.9981361953651764,8.53717064254733e-208
0.002978945666213612,0.0,0.9970210543337866,8.831845157001239e-192
0.0008367276606739374,0.0,0.9991632723393268,0.0
0.00041196865779698813,0.0,0.9995880313422021,0.0
0.0014815495762266486,0.0,0.9985184504237715,0.0
0.21126870597998434,0.0,0.7887312940200165,0.0
0.0016143659552658011,0.0,0.9983856340447357,0.0
0.9996834231942526,0.0,0.0003165768057478577,0.0
0.004904323258863935,0.0,0.9950956767411356,0.0
8.277994055232145e-05,0.0,0.999917220059446,0.0
0.00030243605621586557,0.0,0.9996975639437831,0.0
0.0007775503031893763,0.0,0.9992224496968118,0.0
0.00047534658777025545,0.0,0.9995246534122293,0.0
0.0008021873252684946,0.0,0.9991978126747313,1.866114926348886e-55
0.00017123585060371577,0.0,0.9998287641493948,0.0
0.001650062946325226,0.0,0.9983499370536755,0.0
0.0002946151739067489,0.0,0.9997053848260915,2.524634333917677e-156
0.001285593554589051,0.0,0.9987144064454095,0.0
0.002135316935638153,0.0,0.9978646830643617,1.861373888758092e-308
0.0008328030273370397,0.0,0.999167196972663,7.449347412776482e-26
0.9996355465755911,0.0,0.0003644534244099432,0.0
0.00030033276937369393,0.0,0.9996996672306266,0.0
0.0005737161620305248,0.0,0.9994262838379687,0.0
0.00012556445987783356,0.0,0.9998744355401216,0.0
0.006700478539926566,0.0,0.9932995214600724,1.6162455713141804e-141
0.0002797890530911244,0.0,0.9997202109469093,0.0
0.00011647825129155407,0.0,0.9998835217487089,0.0
0.08068597672222379,0.0,0.919314023277776,0.0
0.9999999998528271,0.0,1.4717325487350885e-10,0.0
0.0010759374432890618,0.0,0.9989240625567091,0.0
0.00028055426121597504,0.0,0.9997194457387822,0.0
0.003860726974233212,0.0,0.9961392730257674,0.0
0.00023423474188459515,0.0,0.9997657652581146,0.0
5.895647491957589e-06,0.0,0.9999941043525093,0.0
1.0,0.0,2.0172441416674042e-38,0.0
0.001233722561113373,0.0,0.998766277438886,5.116202834097323e-25
0.0013006720725754913,0.0,0.9986993279274258,0.0
0.0031111030711271116,0.0,0.9968888969288727,0.0
0.00858285768853191,0.0,0.9914171423114697,0.0
0.02440493688871129,0.0,0.9755950631112904,0.0
0.9978915183729098,0.0,0.0021084816270902844,0.0
1.0,0.0,2.6769214504349145e-200,0.0
0.9620210768403533,0.0,0.03797892315964754,0.0
0.0006090859632096586,0.0,0.9993909140367901,0.0
0.008908917535591348,0.0,0.9910910824644076,8.717371709276593e-304
0.0003399060556190218,0.0,0.9996600939443812,0.0
0.001390425375222359,0.0,0.998609574624779,0.0
0.9999999999999982,0.0,1.119205861176938e-15,0.0
0.0019917605837628154,0.0,0.9980082394162381,1.9373228541425726e-186
1.0,0.0,1.6664147957085485e-109,0.0
0.0013464201869600049,0.0,0.9986535798130384,0.0
0.0013553799237719058,0.0,0.9986446200762275,0.0
