0,1,2,3,4
0.00016631954050377767,0.0,0.999707088540614,0.0,0.0001265919188814138
0.11481845534093074,0.0,0.5701203305847214,5.336538691998857e-305,0.31506121407434706
0.0013120276256386458,0.0,0.9973133075551809,1.1836895139856553e-308,0.0013746648191801075
0.004390093886327964,0.0,0.9955750727888462,0.0,3.48333248259112e-05
0.001111072937471265,0.0,0.996443283547889,0.0,0.0024456435146405714
1.484792708647973e-05,0.0,0.999846386923595,0.0,0.00013876514931818963
0.30471132478166707,0.0,0.0007155415789357383,0.0,0.6945731336393974
0.0006309993628490883,0.0,0.997705064074833,0.0,0.0016639365623169354
3.7992589482665915e-20,0.0,2.073168997407699e-08,0.9999999792679335,3.7505760424438423e-13
0.9106602260619353,0.0,1.582120661099751e-05,0.0,0.08932395273145342
0.0001222253787611341,0.0,0.9834880451953439,1.7864795143666373e-256,0.016389729425896192
1.4749552769011412e-06,0.0,0.9987584173001273,3.432e-320,0.001240107744595727
0.0008739941307581253,0.0,0.9983382202265988,0.0,0.0007877856426439067
0.0004368927182481898,0.0,0.9948330131633126,0.0,0.00473009411843992
0.008113245970940135,0.0,0.8281685601291615,1.0081442622752307e-71,0.16371819389989808
6.616914952471753e-10,0.0,0.12455010394765166,0.0,0.8754498953906564
0.0017329163045225456,0.0,0.9961563964232926,0.0,0.002110687272186497
1.2602062512718162e-54,0.0,1.6701654291394498e-32,1.0,5.9212402422192275e-47
0.004720080729220506,0.0,0.994338437362682,0.0,0.0009414819080977253
0.0003626492024864635,0.0,0.997919846929629,0.0,0.0017175038678858073
9.795920279486174e-05,0.0,0.9989426046642912,0.0,0.0009594361329147235
0.9999999996485496,0.0,2.958334538234108e-79,0.0,3.5145043494030815e-10
0.01740735078212683,0.0,0.033312064266264464,2.0382705490824128e-69,0.9492805849516092
8.546851699759427e-05,0.0,0.9992856951578113,0.0,0.0006288363251923209
2.2446709931654218e-10,0.0,3.074892644424846e-05,0.0,0.999969250849089
1.628841359889675e-05,0.0,0.9994476539686734,0.0,0.0005360576177268708
3.1229323639921635e-27,1.0,3.3591424775529875e-24,0.0,8.670104488900902e-38
6.889280793920814e-16,0.0,7.775229486357994e-85,0.0,1.0
4.392582670524258e-05,0.0,0.9760034598825242,0.0,0.023952614290769912
0.3530503309141314,0.0,7.776087359267118e-07,0.0,0.6469488914771326
5.6387853258492006e-05,0.0,0.9955711642527246,1.4100314023955554e-217,0.0043724478940160355
4.794742869089852e-07,0.0,0.9983634621139851,0.0,0.0016360584117282252
0.004589723825468172,0.0,0.5678183592258512,3.0785e-319,0.4275919169486801
0.00063048469077905,0.0,0.9923475285584511,0.0,0.007021986750768877
0.9999999504852267,0.0,7.252211637841592e-10,0.0,4.878955212153955e-08
9.278798851463547e-33,1.0,5.4096303982422945e-27,1.3019530249901944e-71,1.8853152428606765e-36
2.0875540828790212e-05,0.0,0.9205488049651682,8.110070124290818e-68,0.07943031949400273
0.0001310626460286073,0.0,0.5547605470986884,0.0,0.4451083902552836
0.009953791468800795,0.0,0.7392446648639347,0.0,0.25080154366726487
0.000339781910221377,0.0,1.9975342703461747e-05,0.0,0.9996402427470745
1.4344851569635485e-18,0.0,2.4128700077893466e-06,0.0,0.9999975871299926
0.00013377720995912524,0.0,0.9991836639902298,0.0,0.0006825587998098896
0.0026539773813700485,0.0,0.9958180255980698,2.0464884923534e-311,0.0015279970205604753
3.303906750441091e-05,0.0,0.9363813924395065,2.628419475446665e-29,0.06358556849298945
0.0006929957426947059,0.0,0.8024032167674287,4.1118379928573733e-280,0.19690378748987758
5.665534412490683e-05,0.0,0.9991786768183333,0.0,0.0007646678375410978
0.0005902776526471236,0.0,0.9945905994502602,0.0,0.004819122897093248
1.0606912724682958e-10,0.0,0.056195571503014685,0.0,0.9438044283909157
0.0011178182798634814,0.0,0.9976216836271805,0.0,0.0012604980929577043
0.0014195851021814297,0.0,0.9931023389953298,3.1980572811710235e-74,0.005478075902487609
0.0036142459451671527,0.0,2.956296244021869e-129,0.0,0.9963857540548324
0.0019511249622204973,0.0,0.9970505838775171,0.0,0.000998291160261232
7.925279203444352e-08,0.0,0.9950102964603119,1.7391051125317327e-33,0.004989624286895011
4.7804875605796404e-05,0.0,0.9298411884767073,1.017742974253867e-171,0.07011100664768716
0.006795232076527428,0.0,0.9930894384333394,7.668333768078007e-118,0.00011532949013344705
0.0018356896678899451,0.0,0.9981039837729633,0.0,6.0326559146730854e-05
0.021882171445989366,0.0,2.1846319556371576e-12,4.2168757478771315e-258,0.9781178285518256
0.01040842852219144,0.0,2.9015688721449416e-11,0.0,0.9895915714487935
0.039034029147750816,0.0,4.2506505742147125e-05,0.0,0.9609234643465084
0.00022324897767112817,0.0,0.9954317434306116,8.183750992191729e-282,0.004345007591718113
0.0010633048918811591,0.0,0.9986471573349096,0.0,0.00028953777320849097
1.903303952797527e-05,0.0,0.999803314932059,0.0,0.00017765202841295297
4.175749305751098e-17,0.0,3.2453176397131144e-05,0.0,0.9999675468236037
1.1502365104391288e-07,0.0,0.9969556263327353,1.940285229253603e-117,0.0030442586436134197
1.7931823952861603e-10,0.0,0.08077802452918813,9.9796112113123e-311,0.9192219752914944
0.0006174056042811866,0.0,0.9927357357083696,2.3460755660806167e-88,0.0066468586873477
0.0005579843328717889,0.0,0.9993017941697442,0.0,0.0001402214973848258
0.7160809562322096,0.0,1.334798260659898e-24,0.0,0.28391904376779076
0.0024883026563038337,0.0,0.9921119073497358,5.306006011471447e-208,0.0053997899939587255
0.0006662858041929477,0.0,0.9975673864079395,8.22624489298183e-192,0.001766327787867111
0.00025852031229021835,0.0,0.9978664752624257,0.0,0.001875004425285725
0.0005801779339717976,0.0,0.9992871782294432,0.0,0.0001326438365840222
0.003428429711126158,0.0,0.9963677985574183,0.0,0.00020377173145714252
4.88767768593379e-06,0.0,0.09975521747371693,0.0,0.9002398948485967
0.0035063308211452046,0.0,0.98984511917043,0.0,0.006648550008424735
1.8771096280732065e-19,0.0,2.2091567494589715e-17,0.0,1.0
4.791910455652392e-06,0.0,0.7552619128048929,0.0,0.24473329528465146
3.3023785097358275e-06,0.0,0.9982054561261895,0.0,0.0017912414952999994
2.3151453426919027e-05,0.0,0.9956604049825223,0.0,0.004316443564049485
0.0007243818784540021,0.0,0.997044945211301,0.0,0.002230672910246576
0.00039908432742361173,0.0,0.9985279883816144,0.0,0.001072927290961189
1.3135375600949482e-05,0.0,0.9587395512640209,4.9772670237782574e-55,0.04124731336037979
2.143107616881538e-06,0.0,0.9949612883089286,0.0,0.005036568583453423
0.003623599107155268,0.0,0.9943234749078805,0.0,0.0020529259849650767
0.00010448431088341927,0.0,0.9996730101668386,1.2161662998078523e-156,0.00022250552227874072
0.0010669078726705508,0.0,0.9861495861167376,0.0,0.012783506010590612
1.7973338173464506e-08,0.0,0.2911522515214875,5.204222448718018e-308,0.7088477305051738
0.0003382144028850747,0.0,0.9991006344225983,4.8213221519888444e-26,0.0005611511745153584
0.5115125070090338,0.0,4.579845972339676e-09,0.0,0.4884874884111208
7.784385692960248e-05,0.0,0.991875520102484,0.0,0.008046636040586063
0.0013737129960710306,0.0,0.9981280006856085,0.0,0.0004982863183198254
9.218757134860668e-05,0.0,0.9995053043058426,0.0,0.0004025081228084321
0.020948775068469094,0.0,0.913267891644296,2.7648595890885755e-141,0.06578333328723587
0.0004097891858891918,0.0,0.9995102169007873,0.0,7.99939133240857e-05
2.6086457307795145e-05,0.0,0.9995971450218639,0.0,0.0003767685208295122
0.013847592132149658,0.0,0.007957857814700311,0.0,0.9781945500531497
0.9860179795066993,0.0,1.8109310160712033e-19,0.0,0.013982020493299932
0.004120683847401927,0.0,0.9956304173963686,0.0,0.00024889875623092294
8.038916084457815e-05,0.0,0.9959808377640368,0.0,0.00393877307511729
0.004056974949893306,0.0,0.9930174733936212,0.0,0.0029255516564852587
0.00012665878912557446,0.0,0.9994499970723015,0.0,0.00042334413857319586
1.1970495085231944e-06,0.0,0.9994978836968711,0.0,0.0005009192536217095
0.9998649083835577,0.0,4.125634844568185e-66,0.0,0.0001350916164430327
0.0006638614365999141,0.0,0.9979705195314135,2.4351908937948567e-25,0.0013656190319860499
0.0001443270275006934,0.0,0.9949222244768189,0.0,0.004933448495678783
0.0004074377969173717,0.0,0.999348231246697,0.0,0.00024433095638714365
0.013049981440525644,0.0,0.9784627002582684,0.0,0.008487318301206158
0.3812147431140772,0.0,0.4295667787721527,0.0,0.18921847811377046
0.041616484014612855,0.0,5.3567415335120235e-06,0.0,0.9583781592438538
3.612508281946712e-06,0.0,1.853120196016704e-309,0.0,0.9999963874917187
0.007052180844362753,0.0,0.00026018991322321523,0.0,0.9926876292424145
0.0014832774140765012,0.0,0.9982638533518935,0.0,0.00025286923402927824
0.012717492233657127,0.0,0.8398872111388671,1.697864034728256e-303,0.14739529662747583
0.0005068696026169187,0.0,0.9986420937379451,0.0,0.0008510366594382423
0.00022395054742976392,0.0,0.9984966530080214,0.0,0.0012793964445498977
