PC1,PC2
0.3003775616974029,0.0834659685645223
0.020881496778090532,0.04325651232115112
-0.04741632155938859,-0.03369519726846893
0.18027584207768446,-0.09449176533696244
-0.23678421927730425,-0.1534768683204778
-0.017181031815548944,-0.03797672893181116
0.06344702299764837,-0.053625519800816285
0.07635542585541703,0.004245417213112811
0.09341860852448389,-0.041818919684483744
0.046971597370203004,-0.07663838784347594
0.13798324387184407,0.03784534083502369
0.06621025516469822,0.43672284259391175
1.6393056635934176,0.27629457893504755
-0.6026160236307782,0.004693503694258989
0.41442299480348743,0.16474426415460092
0.34244060129312837,-0.1008093364130381
-0.1336668852981606,-0.13141147370166867
-0.23601497883045713,0.004197924450166929
0.3577429909121156,-0.10284435876740158
-0.24449852235159844,0.03936667950737729
-0.4247734148437208,0.06495476140012127
0.2212479161847077,-0.04401976507265895
-0.32710218965766225,-0.0297629638731005
-0.12461731894627585,-0.027992866768146725
-0.5927950951002035,-0.02979479893472475
-0.00643937211458948,-0.02773255099638185
-0.37137786483714613,-0.059002980661458135
-0.340801117606203,-0.019523267453937423
0.14862825462577542,-0.055824998449345735
0.1383754642163698,-0.08589570007844376
-0.14241506153781835,-0.09370952925430998
-0.5534474194794036,-0.0776820246438115
0.06439496912374859,-0.05740664702152775
-0.5055122998116138,-0.10573891299750346
0.1459849587443566,-0.12564192744823563
-0.1949109193118155,0.0741544382687992
0.513771414458277,0.48539262182174286
-0.01753378249003833,0.04395627304953487
-0.02805406088892028,-0.014145723978058366
0.00019303521518495518,0.04011178181756872
-0.08292769235893643,-0.11677335257709874
0.07239290171491937,-0.038945023514810294
-0.009540970020183271,0.1758113238250777
-0.05902601108614063,-0.11601019655583213
0.015352699375043613,-0.036167324664588746
0.24737991743991272,-0.05355914401776607
-0.17849782816960422,-0.05264867818455242
-0.24968947515866177,0.051098853560829584
0.0302091819322481,0.008532439946751711
0.26724798857950144,-0.12861758695657285
0.04048643805902562,-0.022289661775628713
0.12582296098710644,0.10795130805488419
-0.12911801229507863,-0.0069370960109727785
0.43899111735954405,-0.11965963128185113
-0.47619041349321717,0.010892972330258977
0.03572122074329203,0.09269663820974282
0.3330326300473127,-0.07235197525534227
1.1490968516854838,0.05823003002177819
-0.24199620960728477,-0.02821710133886618
-0.8102128216011313,0.06930053479656755
0.0909219883398053,0.29196438106817396
0.1207744396745045,-0.006987802242948847
0.027589599498644674,-0.09543664557630573
0.10205930441207468,-0.14116499343395533
0.02484017786859839,0.03309622881563688
-0.029125288710412544,-0.04403313267067339
-0.3073353059269976,-0.1279379102037363
-0.20901081293260027,-0.10546097708528775
-0.08695220505587692,0.04798745805546115
-0.19243769294738403,-0.008582256746537538
-0.38388081016551495,-0.06793990393759648
-0.019318617668662254,-0.12968026663786114
0.15343465248433338,0.004242558307669463
-0.009713060577799203,0.28139974544940677
0.16479955498632148,-0.05871814722661729
0.04756004904193244,-0.0646699245996474
-0.20278477874576184,-0.021007585580623527
0.25583565805861724,-0.11802617630826585
0.3099485971118612,0.10164423158993294
-0.1681446339385189,-0.175080739061375
0.32673713511816815,-0.09901624689461136
-0.2843384950702236,-0.04669851659635765
0.14078735513667356,-0.020103745924761017
0.008073060975338631,-0.059139203812821
-0.37561860956636484,0.0529867288949081
-0.22716805124802703,0.03876820296490473
-0.47452029632137604,0.2150410320154504
0.13319912058489458,0.20729062050368202
-0.3241129136757181,-0.09045474385033139
-0.20040506965412375,0.08495772590932449
-0.5473920106248618,-0.009661772009556596
-0.1013279379616236,-0.010488595863734993
0.13298512148300748,-0.06858267408241173
-0.18361089735598393,0.006478684239243306
0.1678937611741213,-0.00689558907105916
0.23983446455769838,-0.023333296622898278
0.07385509034707667,-0.08940815457044789
-0.4091963272890844,-0.03172189329712644
-0.26930511792533113,-0.08153946428981444
-0.054450651702898756,-0.12206833122901467
0.027511498691405685,0.011785797478489176
-0.025317250925849404,0.1389147643258987
-0.1193033472339899,-0.06731538861164592
-0.28719745396452284,-0.034098537740608954
-0.02384639031526726,-0.0695450501209844
0.23811976025069326,-0.15181720055557218
-0.10499879398580524,-0.11093164318405621
0.2561336027673639,0.14363121209835733
-0.1986575179891331,0.0051969510241288335
-0.15981262162095003,-0.08126577831861126
0.061066125288037974,-0.07302638111367238
-0.14145634056111323,0.7303531956702095
0.1220072536266504,-0.1267554030540656
0.3780821567031035,-0.12690809904767522
-0.40917139025706306,-0.05697875242114456
-0.35523865627851337,-0.010607111453174209
-0.0125769452385402,-0.04745437033782799
-0.4217733993765693,-0.025526344764096542
-0.05802006528804065,-0.010451496729793197
-0.06790885218824542,-0.04485107163649025
0.12152774626313198,0.18228383702628023
0.2064643707930278,-0.02000135393317757
0.06624401840444524,0.06409966988300692
-0.21452259858018757,-0.07721729392139402
0.5039640787026117,-0.11437225002816824
-0.2285328714968082,-0.08079124763825608
-0.06715023070870724,0.07109098649357078
1.2248302655000622,-0.08579136849420793
0.10833501858880676,-0.05268296321119748
-0.06016887955944428,0.05902466968442163
-0.09878460094018733,0.015124051254221548
-0.1692138978750895,-0.022985102273707553
0.029181139162257726,0.1224375531772488
-0.003956075622271653,0.131895653796902
-0.026815591686631435,-0.11519716303114269
0.2452047603940994,-0.18479966371720616
2.187099038069521,-0.18887373175492894
-0.07549922013756663,-0.06649961965382163
-0.054287484734539516,-0.11355974354093024
-0.10932667616330731,-0.11214921329478852
0.44375558881276106,0.12158006462135619
0.0984345658844318,-0.002082302551159971
-0.63070463160173,-0.05145171488919263
0.4649245281718668,-0.02251397259569725
-0.23271919118621032,0.014776053577011623
0.009778286472696173,-0.1349485526981329
-0.38434017856541325,0.033711538691162085
-0.22839759360721193,-0.008780445149628896
0.19476765115144168,-0.01362722522056323
-0.15980602105911046,0.046735429888469265
-0.12500787468350763,-0.07660060001859699
0.1947776053980315,-0.06948391593132416
-0.042637384429053786,-0.0729217149947916
-0.03178150141784933,-0.02981105767057659
-0.27144576952746985,-0.057964778463556924
